,Season,HomeTeam,AwayTeam,FTHG,FTAG,Score,Winner,Loser,FTR
5381,2013/14,Lille,Nantes,0,0,0,Draw,Draw,D
5382,2013/14,Nice,Bastia,2,0,2,Nice,Bastia,H
5383,2013/14,Rennes,Toulouse,2,3,5,Toulouse,Rennes,A
5384,2013/14,Sochaux,Lorient,2,0,2,Sochaux,Lorient,H
5385,2013/14,Lyon,Monaco,2,3,5,Monaco,Lyon,A
5386,2013/14,Montpellier,Bordeaux,1,1,2,Draw,Draw,D
5387,2013/14,Paris SG,St Etienne,2,0,2,Paris SG,St Etienne,H
5388,2013/14,Lorient,Paris SG,0,1,1,Paris SG,Lorient,A
5389,2013/14,Bastia,Reims,2,0,2,Bastia,Reims,H
5390,2013/14,Bordeaux,Nice,1,1,2,Draw,Draw,D
5391,2013/14,Marseille,Rennes,0,1,1,Rennes,Marseille,A
5392,2013/14,Nantes,Montpellier,2,1,3,Nantes,Montpellier,H
5393,2013/14,Toulouse,Evian Thonon Gaillard,1,1,2,Draw,Draw,D
5394,2013/14,Valenciennes,Ajaccio,2,3,5,Ajaccio,Valenciennes,A
5395,2013/14,Guingamp,Lyon,0,1,1,Lyon,Guingamp,A
5396,2013/14,Monaco,Lille,1,1,2,Draw,Draw,D
5397,2013/14,St Etienne,Sochaux,3,1,4,St Etienne,Sochaux,H
5398,2013/14,Nice,Paris SG,0,1,1,Paris SG,Nice,A
5399,2013/14,Ajaccio,Toulouse,2,2,4,Draw,Draw,D
5400,2013/14,Evian Thonon Gaillard,Monaco,1,0,1,Evian Thonon Gaillard,Monaco,H
5401,2013/14,Montpellier,Valenciennes,0,0,0,Draw,Draw,D
5402,2013/14,Nantes,Bordeaux,0,0,0,Draw,Draw,D
5403,2013/14,Reims,Lorient,1,1,2,Draw,Draw,D
5404,2013/14,Sochaux,Marseille,1,1,2,Draw,Draw,D
5405,2013/14,Lille,Guingamp,1,0,1,Lille,Guingamp,H
5406,2013/14,Lyon,St Etienne,1,2,3,St Etienne,Lyon,A
5407,2013/14,Rennes,Bastia,3,0,3,Rennes,Bastia,H
5408,2013/14,Marseille,Ajaccio,3,1,4,Marseille,Ajaccio,H
5409,2013/14,Bastia,Sochaux,2,2,4,Draw,Draw,D
5410,2013/14,Bordeaux,Rennes,2,2,4,Draw,Draw,D
5411,2013/14,Guingamp,Montpellier,1,2,3,Montpellier,Guingamp,A
5412,2013/14,Lorient,Evian Thonon Gaillard,1,1,2,Draw,Draw,D
5413,2013/14,Paris SG,Reims,3,0,3,Paris SG,Reims,H
5414,2013/14,Toulouse,Lille,1,2,3,Lille,Toulouse,A
5415,2013/14,Monaco,Nantes,3,1,4,Monaco,Nantes,H
5416,2013/14,St Etienne,Nice,1,1,2,Draw,Draw,D
5417,2013/14,Valenciennes,Lyon,1,2,3,Lyon,Valenciennes,A
5418,2013/14,Montpellier,Marseille,2,3,5,Marseille,Montpellier,A
5419,2013/14,Ajaccio,Bordeaux,1,1,2,Draw,Draw,D
5420,2013/14,Evian Thonon Gaillard,Bastia,2,1,3,Evian Thonon Gaillard,Bastia,H
5421,2013/14,Lille,Valenciennes,1,0,1,Lille,Valenciennes,H
5422,2013/14,Nice,Lorient,1,2,3,Lorient,Nice,A
5423,2013/14,Rennes,Monaco,0,1,1,Monaco,Rennes,A
5424,2013/14,Sochaux,Toulouse,2,0,2,Sochaux,Toulouse,H
5425,2013/14,Lyon,Paris SG,1,0,1,Lyon,Paris SG,H
5426,2013/14,Nantes,Guingamp,1,0,1,Nantes,Guingamp,H
5427,2013/14,Reims,St Etienne,2,2,4,Draw,Draw,D
5428,2013/14,St Etienne,Rennes,0,0,0,Draw,Draw,D
5429,2013/14,Bastia,Ajaccio,2,1,3,Bastia,Ajaccio,H
5430,2013/14,Bordeaux,Guingamp,5,1,6,Bordeaux,Guingamp,H
5431,2013/14,Lorient,Montpellier,4,4,8,Draw,Draw,D
5432,2013/14,Marseille,Lille,0,0,0,Draw,Draw,D
5433,2013/14,Monaco,Nice,1,0,1,Monaco,Nice,H
5434,2013/14,Reims,Sochaux,0,1,1,Sochaux,Reims,A
5435,2013/14,Valenciennes,Nantes,2,6,8,Nantes,Valenciennes,A
5436,2013/14,Paris SG,Evian Thonon Gaillard,1,0,1,Paris SG,Evian Thonon Gaillard,H
5437,2013/14,Toulouse,Lyon,0,0,0,Draw,Draw,D
5438,2013/14,Nantes,Marseille,1,1,2,Draw,Draw,D
5439,2013/14,Ajaccio,Monaco,1,4,5,Monaco,Ajaccio,A
5440,2013/14,Evian Thonon Gaillard,St Etienne,1,2,3,St Etienne,Evian Thonon Gaillard,A
5441,2013/14,Guingamp,Valenciennes,1,0,1,Guingamp,Valenciennes,H
5442,2013/14,Montpellier,Toulouse,2,1,3,Montpellier,Toulouse,H
5443,2013/14,Nice,Reims,1,0,1,Nice,Reims,H
5444,2013/14,Rennes,Lorient,1,1,2,Draw,Draw,D
5445,2013/14,Lille,Bordeaux,2,1,3,Lille,Bordeaux,H
5446,2013/14,Lyon,Bastia,4,1,5,Lyon,Bastia,H
5447,2013/14,Sochaux,Paris SG,1,1,2,Draw,Draw,D
5448,2013/14,Bastia,Lille,1,1,2,Draw,Draw,D
5449,2013/14,Lorient,Ajaccio,1,0,1,Lorient,Ajaccio,H
5450,2013/14,Marseille,Lyon,4,2,6,Marseille,Lyon,H
5451,2013/14,Reims,Evian Thonon Gaillard,1,0,1,Reims,Evian Thonon Gaillard,H
5452,2013/14,Sochaux,Nice,2,0,2,Sochaux,Nice,H
5453,2013/14,St Etienne,Montpellier,2,0,2,St Etienne,Montpellier,H
5454,2013/14,Toulouse,Nantes,1,1,2,Draw,Draw,D
5455,2013/14,Valenciennes,Bordeaux,0,1,1,Bordeaux,Valenciennes,A
5456,2013/14,Monaco,Guingamp,1,1,2,Draw,Draw,D
5457,2013/14,Paris SG,Rennes,1,2,3,Rennes,Paris SG,A
5458,2013/14,Ajaccio,Reims,2,1,3,Ajaccio,Reims,H
5459,2013/14,Bordeaux,Marseille,1,1,2,Draw,Draw,D
5460,2013/14,Evian Thonon Gaillard,Nice,2,0,2,Evian Thonon Gaillard,Nice,H
5461,2013/14,Guingamp,Toulouse,2,0,2,Guingamp,Toulouse,H
5462,2013/14,Lille,Paris SG,1,3,4,Paris SG,Lille,A
5463,2013/14,Lyon,Lorient,0,1,1,Lorient,Lyon,A
5464,2013/14,Montpellier,Bastia,0,2,2,Bastia,Montpellier,A
5465,2013/14,Nantes,St Etienne,1,3,4,St Etienne,Nantes,A
5466,2013/14,Rennes,Sochaux,1,2,3,Sochaux,Rennes,A
5467,2013/14,Valenciennes,Monaco,1,2,3,Monaco,Valenciennes,A
5468,2013/14,Bastia,Nantes,0,0,0,Draw,Draw,D
5469,2013/14,Lorient,Lille,1,4,5,Lille,Lorient,A
5470,2013/14,Marseille,Guingamp,1,0,1,Marseille,Guingamp,H
5471,2013/14,Monaco,Bordeaux,1,1,2,Draw,Draw,D
5472,2013/14,Nice,Lyon,0,1,1,Lyon,Nice,A
5473,2013/14,Paris SG,Montpellier,4,0,4,Paris SG,Montpellier,H
5474,2013/14,Reims,Rennes,1,3,4,Rennes,Reims,A
5475,2013/14,Sochaux,Evian Thonon Gaillard,0,3,3,Evian Thonon Gaillard,Sochaux,A
5476,2013/14,St Etienne,Ajaccio,3,1,4,St Etienne,Ajaccio,H
5477,2013/14,Toulouse,Valenciennes,3,1,4,Toulouse,Valenciennes,H
5478,2014/15,Reims,Paris SG,2,2,4,Draw,Draw,D
5479,2014/15,Bastia,Marseille,3,3,6,Draw,Draw,D
5480,2014/15,Evian Thonon Gaillard,Caen,0,3,3,Caen,Evian Thonon Gaillard,A
5481,2014/15,Guingamp,St Etienne,0,2,2,St Etienne,Guingamp,A
5482,2014/15,Lille,Metz,0,0,0,Draw,Draw,D
5483,2014/15,Montpellier,Bordeaux,0,1,1,Bordeaux,Montpellier,A
5484,2014/15,Nantes,Lens,1,0,1,Nantes,Lens,H
5485,2014/15,Nice,Toulouse,3,2,5,Nice,Toulouse,H
5486,2014/15,Lyon,Rennes,2,0,2,Lyon,Rennes,H
5487,2014/15,Monaco,Lorient,1,2,3,Lorient,Monaco,A
5488,2014/15,Caen,Lille,0,1,1,Lille,Caen,A
5489,2014/15,Lens,Guingamp,0,1,1,Guingamp,Lens,A
5490,2014/15,Lorient,Nice,0,0,0,Draw,Draw,D
5491,2014/15,Metz,Nantes,1,1,2,Draw,Draw,D
5492,2014/15,Paris SG,Bastia,2,0,2,Paris SG,Bastia,H
5493,2014/15,Rennes,Evian Thonon Gaillard,6,2,8,Rennes,Evian Thonon Gaillard,H
5494,2014/15,Toulouse,Lyon,2,1,3,Toulouse,Lyon,H
5495,2014/15,Bordeaux,Monaco,4,1,5,Bordeaux,Monaco,H
5496,2014/15,Marseille,Montpellier,0,2,2,Montpellier,Marseille,A
5497,2014/15,St Etienne,Reims,3,1,4,St Etienne,Reims,H
5498,2014/15,Evian Thonon Gaillard,Paris SG,0,0,0,Draw,Draw,D
5499,2014/15,Bastia,Toulouse,1,0,1,Bastia,Toulouse,H
5500,2014/15,Guingamp,Marseille,0,1,1,Marseille,Guingamp,A
5501,2014/15,Lille,Lorient,2,0,2,Lille,Lorient,H
5502,2014/15,Montpellier,Metz,2,0,2,Montpellier,Metz,H
5503,2014/15,Nice,Bordeaux,1,3,4,Bordeaux,Nice,A
5504,2014/15,Reims,Caen,0,2,2,Caen,Reims,A
5505,2014/15,Lyon,Lens,0,1,1,Lens,Lyon,A
5506,2014/15,Nantes,Monaco,0,1,1,Monaco,Nantes,A
5507,2014/15,St Etienne,Rennes,0,0,0,Draw,Draw,D
5508,2014/15,Marseille,Nice,4,0,4,Marseille,Nice,H
5509,2014/15,Caen,Rennes,0,1,1,Rennes,Caen,A
5510,2014/15,Lens,Reims,4,2,6,Lens,Reims,H
5511,2014/15,Lorient,Guingamp,4,0,4,Lorient,Guingamp,H
5512,2014/15,Monaco,Lille,1,1,2,Draw,Draw,D
5513,2014/15,Nantes,Montpellier,1,0,1,Nantes,Montpellier,H
5514,2014/15,Toulouse,Evian Thonon Gaillard,1,0,1,Toulouse,Evian Thonon Gaillard,H
5515,2014/15,Bordeaux,Bastia,1,1,2,Draw,Draw,D
5516,2014/15,Metz,Lyon,2,1,3,Metz,Lyon,H
5517,2014/15,Paris SG,St Etienne,5,0,5,Paris SG,St Etienne,H
5518,2014/15,Lyon,Monaco,2,1,3,Lyon,Monaco,H
5519,2014/15,Bastia,Lens,1,1,2,Draw,Draw,D
5520,2014/15,Montpellier,Lorient,1,0,1,Montpellier,Lorient,H
5521,2014/15,Nice,Metz,1,0,1,Nice,Metz,H
5522,2014/15,Reims,Toulouse,2,0,2,Reims,Toulouse,H
5523,2014/15,Rennes,Paris SG,1,1,2,Draw,Draw,D
5524,2014/15,St Etienne,Caen,1,0,1,St Etienne,Caen,H
5525,2014/15,Evian Thonon Gaillard,Marseille,1,3,4,Marseille,Evian Thonon Gaillard,A
5526,2014/15,Guingamp,Bordeaux,2,1,3,Guingamp,Bordeaux,H
5527,2014/15,Lille,Nantes,2,0,2,Lille,Nantes,H
5528,2014/15,Bordeaux,Evian Thonon Gaillard,2,1,3,Bordeaux,Evian Thonon Gaillard,H
5529,2014/15,Lorient,Reims,0,1,1,Reims,Lorient,A
5530,2014/15,Marseille,Rennes,3,0,3,Marseille,Rennes,H
5531,2014/15,Metz,Bastia,3,1,4,Metz,Bastia,H
5532,2014/15,Nantes,Nice,2,1,3,Nantes,Nice,H
5533,2014/15,Toulouse,Caen,3,3,6,Draw,Draw,D
5534,2014/15,Lens,St Etienne,0,1,1,St Etienne,Lens,A
5535,2014/15,Lille,Montpellier,0,0,0,Draw,Draw,D
5536,2014/15,Monaco,Guingamp,1,0,1,Monaco,Guingamp,H
5537,2014/15,Paris SG,Lyon,1,1,2,Draw,Draw,D
5538,2014/15,Reims,Marseille,0,5,5,Marseille,Reims,A
5539,2014/15,Rennes,Toulouse,0,3,3,Toulouse,Rennes,A
5540,2014/15,Bastia,Nantes,0,0,0,Draw,Draw,D
5541,2014/15,Caen,Paris SG,0,2,2,Paris SG,Caen,A
5542,2014/15,Evian Thonon Gaillard,Lens,2,1,3,Evian Thonon Gaillard,Lens,H
5543,2014/15,Guingamp,Metz,0,1,1,Metz,Guingamp,A
5544,2014/15,Lyon,Lorient,4,0,4,Lyon,Lorient,H
5545,2014/15,Montpellier,Monaco,0,1,1,Monaco,Montpellier,A
5546,2014/15,Nice,Lille,1,0,1,Nice,Lille,H
5547,2014/15,St Etienne,Bordeaux,1,1,2,Draw,Draw,D
5548,2014/15,Lille,Bastia,1,0,1,Lille,Bastia,H
5549,2014/15,Lorient,Evian Thonon Gaillard,0,2,2,Evian Thonon Gaillard,Lorient,A
5550,2014/15,Metz,Reims,3,0,3,Metz,Reims,H
5551,2014/15,Monaco,Nice,0,1,1,Nice,Monaco,A
5552,2014/15,Montpellier,Guingamp,2,1,3,Montpellier,Guingamp,H
5553,2014/15,Toulouse,Paris SG,1,1,2,Draw,Draw,D
5554,2014/15,Bordeaux,Rennes,2,1,3,Bordeaux,Rennes,H
5555,2014/15,Lens,Caen,0,0,0,Draw,Draw,D
5556,2014/15,Marseille,St Etienne,2,1,3,Marseille,St Etienne,H
5557,2014/15,Nantes,Lyon,1,1,2,Draw,Draw,D
5558,2014/15,Reims,Bordeaux,1,0,1,Reims,Bordeaux,H
5559,2014/15,Bastia,Lorient,0,2,2,Lorient,Bastia,A
5560,2014/15,Caen,Marseille,1,2,3,Marseille,Caen,A
5561,2014/15,Evian Thonon Gaillard,Metz,3,0,3,Evian Thonon Gaillard,Metz,H
5562,2014/15,Nice,Montpellier,1,1,2,Draw,Draw,D
5563,2014/15,Rennes,Lens,2,0,2,Rennes,Lens,H
5564,2014/15,Guingamp,Nantes,0,1,1,Nantes,Guingamp,A
5565,2014/15,Lyon,Lille,3,0,3,Lyon,Lille,H
5566,2014/15,Paris SG,Monaco,1,1,2,Draw,Draw,D
5567,2014/15,St Etienne,Toulouse,0,1,1,Toulouse,St Etienne,A
5568,2014/15,Lens,Paris SG,1,3,4,Paris SG,Lens,A
5569,2014/15,Lille,Guingamp,1,2,3,Guingamp,Lille,A
5570,2014/15,Lorient,St Etienne,0,1,1,St Etienne,Lorient,A
5571,2014/15,Metz,Rennes,0,0,0,Draw,Draw,D
5572,2014/15,Monaco,Evian Thonon Gaillard,2,0,2,Monaco,Evian Thonon Gaillard,H
5573,2014/15,Nantes,Reims,1,1,2,Draw,Draw,D
5574,2014/15,Nice,Bastia,0,1,1,Bastia,Nice,A
5575,2014/15,Bordeaux,Caen,1,1,2,Draw,Draw,D
5576,2014/15,Lyon,Montpellier,5,1,6,Lyon,Montpellier,H
5577,2014/15,Marseille,Toulouse,2,0,2,Marseille,Toulouse,H
5578,2014/15,Toulouse,Lens,0,2,2,Lens,Toulouse,A
5579,2014/15,Bastia,Monaco,1,3,4,Monaco,Bastia,A
5580,2014/15,Caen,Lorient,2,1,3,Caen,Lorient,H
5581,2014/15,Evian Thonon Gaillard,Nantes,0,2,2,Nantes,Evian Thonon Gaillard,A
5582,2014/15,Paris SG,Bordeaux,3,0,3,Paris SG,Bordeaux,H
5583,2014/15,Reims,Montpellier,1,0,1,Reims,Montpellier,H
5584,2014/15,Guingamp,Nice,2,7,9,Nice,Guingamp,A
5585,2014/15,Lyon,Marseille,1,0,1,Lyon,Marseille,H
5586,2014/15,Rennes,Lille,2,0,2,Rennes,Lille,H
5587,2014/15,St Etienne,Metz,1,0,1,St Etienne,Metz,H
5588,2014/15,Monaco,Reims,1,1,2,Draw,Draw,D
5589,2014/15,Guingamp,Bastia,1,0,1,Guingamp,Bastia,H
5590,2014/15,Lille,St Etienne,1,1,2,Draw,Draw,D
5591,2014/15,Lorient,Paris SG,1,2,3,Paris SG,Lorient,A
5592,2014/15,Metz,Caen,3,2,5,Metz,Caen,H
5593,2014/15,Montpellier,Evian Thonon Gaillard,2,0,2,Montpellier,Evian Thonon Gaillard,H
5594,2014/15,Nice,Lyon,1,3,4,Lyon,Nice,A
5595,2014/15,Bordeaux,Toulouse,2,1,3,Bordeaux,Toulouse,H
5596,2014/15,Marseille,Lens,2,1,3,Marseille,Lens,H
5597,2014/15,Nantes,Rennes,1,1,2,Draw,Draw,D
5598,2014/15,Rennes,Lorient,1,0,1,Rennes,Lorient,H
5599,2014/15,Bastia,Montpellier,2,0,2,Bastia,Montpellier,H
5600,2014/15,Caen,Nantes,1,2,3,Nantes,Caen,A
5601,2014/15,Evian Thonon Gaillard,Nice,1,0,1,Evian Thonon Gaillard,Nice,H
5602,2014/15,Lens,Bordeaux,1,2,3,Bordeaux,Lens,A
5603,2014/15,Toulouse,Metz,3,0,3,Toulouse,Metz,H
5604,2014/15,Lyon,Guingamp,3,1,4,Lyon,Guingamp,H
5605,2014/15,Paris SG,Marseille,2,0,2,Paris SG,Marseille,H
5606,2014/15,Reims,Lille,2,0,2,Reims,Lille,H
5607,2014/15,St Etienne,Monaco,1,1,2,Draw,Draw,D
5608,2014/15,Metz,Paris SG,2,3,5,Paris SG,Metz,A
5609,2014/15,Bastia,Lyon,0,0,0,Draw,Draw,D
5610,2014/15,Guingamp,Rennes,0,1,1,Rennes,Guingamp,A
5611,2014/15,Lorient,Lens,1,0,1,Lorient,Lens,H
5612,2014/15,Monaco,Caen,2,2,4,Draw,Draw,D
5613,2014/15,Nice,Reims,0,0,0,Draw,Draw,D
5614,2014/15,Marseille,Bordeaux,3,1,4,Marseille,Bordeaux,H
5615,2014/15,Montpellier,Toulouse,2,0,2,Montpellier,Toulouse,H
5616,2014/15,Nantes,St Etienne,0,0,0,Draw,Draw,D
5617,2014/15,Marseille,Nantes,2,0,2,Marseille,Nantes,H
5618,2014/15,Caen,Montpellier,1,1,2,Draw,Draw,D
5619,2014/15,Lens,Metz,2,0,2,Lens,Metz,H
5620,2014/15,Paris SG,Nice,1,0,1,Paris SG,Nice,H
5621,2014/15,Reims,Bastia,2,1,3,Reims,Bastia,H
5622,2014/15,Rennes,Monaco,2,0,2,Rennes,Monaco,H
5623,2014/15,Toulouse,Lorient,2,3,5,Lorient,Toulouse,A
5624,2014/15,Bordeaux,Lille,1,0,1,Bordeaux,Lille,H
5625,2014/15,Evian Thonon Gaillard,Guingamp,2,0,2,Evian Thonon Gaillard,Guingamp,H
5626,2014/15,St Etienne,Lyon,3,0,3,St Etienne,Lyon,H
5627,2014/15,Lorient,Marseille,1,1,2,Draw,Draw,D
5628,2014/15,Monaco,Lens,2,0,2,Monaco,Lens,H
5629,2014/15,Nantes,Toulouse,1,2,3,Toulouse,Nantes,A
5630,2014/15,Bastia,Evian Thonon Gaillard,1,2,3,Evian Thonon Gaillard,Bastia,A
5631,2014/15,Guingamp,Caen,5,1,6,Guingamp,Caen,H
5632,2014/15,Lille,Paris SG,1,1,2,Draw,Draw,D
5633,2014/15,Metz,Bordeaux,0,0,0,Draw,Draw,D
5634,2014/15,Montpellier,St Etienne,0,2,2,St Etienne,Montpellier,A
5635,2014/15,Nice,Rennes,1,2,3,Rennes,Nice,A
5636,2014/15,Lyon,Reims,2,1,3,Lyon,Reims,H
5637,2014/15,Toulouse,Monaco,0,2,2,Monaco,Toulouse,A
5638,2014/15,Bordeaux,Lorient,3,2,5,Bordeaux,Lorient,H
5639,2014/15,Caen,Nice,2,3,5,Nice,Caen,A
5640,2014/15,Paris SG,Nantes,2,1,3,Paris SG,Nantes,H
5641,2014/15,Rennes,Montpellier,0,4,4,Montpellier,Rennes,A
5642,2014/15,St Etienne,Bastia,1,0,1,St Etienne,Bastia,H
5643,2014/15,Evian Thonon Gaillard,Lyon,2,3,5,Lyon,Evian Thonon Gaillard,A
5644,2014/15,Lens,Lille,1,1,2,Draw,Draw,D
5645,2014/15,Marseille,Metz,3,1,4,Marseille,Metz,H
5646,2014/15,Reims,Guingamp,2,3,5,Guingamp,Reims,A
5647,2014/15,Lyon,Caen,3,0,3,Lyon,Caen,H
5648,2014/15,Bastia,Rennes,2,0,2,Bastia,Rennes,H
5649,2014/15,Lorient,Metz,3,1,4,Lorient,Metz,H
5650,2014/15,Montpellier,Lens,3,3,6,Draw,Draw,D
5651,2014/15,Nantes,Bordeaux,2,1,3,Nantes,Bordeaux,H
5652,2014/15,Reims,Evian Thonon Gaillard,3,2,5,Reims,Evian Thonon Gaillard,H
5653,2014/15,Guingamp,Paris SG,1,0,1,Guingamp,Paris SG,H
5654,2014/15,Lille,Toulouse,3,0,3,Lille,Toulouse,H
5655,2014/15,Monaco,Marseille,1,0,1,Monaco,Marseille,H
5656,2014/15,Nice,St Etienne,0,0,0,Draw,Draw,D
5657,2014/15,Lens,Nice,2,0,2,Lens,Nice,H
5658,2014/15,Caen,Bastia,1,1,2,Draw,Draw,D
5659,2014/15,Lorient,Nantes,1,2,3,Nantes,Lorient,A
5660,2014/15,Metz,Monaco,0,1,1,Monaco,Metz,A
5661,2014/15,Paris SG,Montpellier,0,0,0,Draw,Draw,D
5662,2014/15,Rennes,Reims,1,3,4,Reims,Rennes,A
5663,2014/15,Toulouse,Guingamp,1,1,2,Draw,Draw,D
5664,2014/15,Bordeaux,Lyon,0,5,5,Lyon,Bordeaux,A
5665,2014/15,Marseille,Lille,2,1,3,Marseille,Lille,H
5666,2014/15,St Etienne,Evian Thonon Gaillard,3,0,3,St Etienne,Evian Thonon Gaillard,H
5667,2014/15,Lille,Evian Thonon Gaillard,1,0,1,Lille,Evian Thonon Gaillard,H
5668,2014/15,Montpellier,Marseille,2,1,3,Montpellier,Marseille,H
5669,2014/15,Bastia,Paris SG,4,2,6,Bastia,Paris SG,H
5670,2014/15,Evian Thonon Gaillard,Rennes,1,1,2,Draw,Draw,D
5671,2014/15,Guingamp,Lens,2,0,2,Guingamp,Lens,H
5672,2014/15,Lille,Caen,1,0,1,Lille,Caen,H
5673,2014/15,Nice,Lorient,3,1,4,Nice,Lorient,H
5674,2014/15,Reims,St Etienne,1,2,3,St Etienne,Reims,A
5675,2014/15,Lyon,Toulouse,3,0,3,Lyon,Toulouse,H
5676,2014/15,Monaco,Bordeaux,0,0,0,Draw,Draw,D
5677,2014/15,Nantes,Metz,0,0,0,Draw,Draw,D
5678,2014/15,Bordeaux,Nice,1,2,3,Nice,Bordeaux,A
5679,2014/15,Caen,Reims,4,1,5,Caen,Reims,H
5680,2014/15,Lens,Lyon,0,2,2,Lyon,Lens,A
5681,2014/15,Lorient,Lille,1,0,1,Lorient,Lille,H
5682,2014/15,Metz,Montpellier,2,3,5,Montpellier,Metz,A
5683,2014/15,Monaco,Nantes,1,0,1,Monaco,Nantes,H
5684,2014/15,Toulouse,Bastia,1,1,2,Draw,Draw,D
5685,2014/15,Marseille,Guingamp,2,1,3,Marseille,Guingamp,H
5686,2014/15,Paris SG,Evian Thonon Gaillard,4,2,6,Paris SG,Evian Thonon Gaillard,H
5687,2014/15,Rennes,St Etienne,0,0,0,Draw,Draw,D
5688,2014/15,Nice,Marseille,2,1,3,Nice,Marseille,H
5689,2014/15,Bastia,Bordeaux,0,0,0,Draw,Draw,D
5690,2014/15,Guingamp,Lorient,3,2,5,Guingamp,Lorient,H
5691,2014/15,Lille,Monaco,0,1,1,Monaco,Lille,A
5692,2014/15,Montpellier,Nantes,4,0,4,Montpellier,Nantes,H
5693,2014/15,Evian Thonon Gaillard,Toulouse,1,0,1,Evian Thonon Gaillard,Toulouse,H
5694,2014/15,Lyon,Metz,2,0,2,Lyon,Metz,H
5695,2014/15,Reims,Lens,0,0,0,Draw,Draw,D
5696,2014/15,Rennes,Caen,1,4,5,Caen,Rennes,A
5697,2014/15,St Etienne,Paris SG,0,1,1,Paris SG,St Etienne,A
5698,2014/15,Paris SG,Rennes,1,0,1,Paris SG,Rennes,H
5699,2014/15,Lens,Bastia,1,1,2,Draw,Draw,D
5700,2014/15,Lorient,Montpellier,0,0,0,Draw,Draw,D
5701,2014/15,Marseille,Evian Thonon Gaillard,1,0,1,Marseille,Evian Thonon Gaillard,H
5702,2014/15,Metz,Nice,0,0,0,Draw,Draw,D
5703,2014/15,Nantes,Lille,1,1,2,Draw,Draw,D
5704,2014/15,Toulouse,Reims,1,0,1,Toulouse,Reims,H
5705,2014/15,Bordeaux,Guingamp,1,1,2,Draw,Draw,D
5706,2014/15,Caen,St Etienne,1,0,1,Caen,St Etienne,H
5707,2014/15,Monaco,Lyon,0,0,0,Draw,Draw,D
5708,2014/15,St Etienne,Lens,3,3,6,Draw,Draw,D
5709,2014/15,Bastia,Metz,2,0,2,Bastia,Metz,H
5710,2014/15,Caen,Toulouse,2,0,2,Caen,Toulouse,H
5711,2014/15,Evian Thonon Gaillard,Bordeaux,0,1,1,Bordeaux,Evian Thonon Gaillard,A
5712,2014/15,Montpellier,Lille,1,2,3,Lille,Montpellier,A
5713,2014/15,Reims,Lorient,1,3,4,Lorient,Reims,A
5714,2014/15,Rennes,Marseille,1,1,2,Draw,Draw,D
5715,2014/15,Guingamp,Monaco,1,0,1,Guingamp,Monaco,H
5716,2014/15,Lyon,Paris SG,1,1,2,Draw,Draw,D
5717,2014/15,Nice,Nantes,0,0,0,Draw,Draw,D
5718,2014/15,Marseille,Reims,2,2,4,Draw,Draw,D
5719,2014/15,Lens,Evian Thonon Gaillard,0,2,2,Evian Thonon Gaillard,Lens,A
5720,2014/15,Lille,Nice,0,0,0,Draw,Draw,D
5721,2014/15,Nantes,Bastia,0,2,2,Bastia,Nantes,A
5722,2014/15,Paris SG,Caen,2,2,4,Draw,Draw,D
5723,2014/15,Toulouse,Rennes,2,1,3,Toulouse,Rennes,H
5724,2014/15,Bordeaux,St Etienne,1,0,1,Bordeaux,St Etienne,H
5725,2014/15,Lorient,Lyon,1,1,2,Draw,Draw,D
5726,2014/15,Metz,Guingamp,0,2,2,Guingamp,Metz,A
5727,2014/15,Nice,Monaco,0,1,1,Monaco,Nice,A
5728,2014/15,Bastia,Lille,2,1,3,Bastia,Lille,H
5729,2014/15,Caen,Lens,4,1,5,Caen,Lens,H
5730,2014/15,Paris SG,Toulouse,3,1,4,Paris SG,Toulouse,H
5731,2014/15,Rennes,Bordeaux,1,1,2,Draw,Draw,D
5732,2014/15,Guingamp,Montpellier,0,2,2,Montpellier,Guingamp,A
5733,2014/15,Lyon,Nantes,1,0,1,Lyon,Nantes,H
5734,2014/15,Reims,Metz,0,0,0,Draw,Draw,D
5735,2014/15,St Etienne,Marseille,2,2,4,Draw,Draw,D
5736,2014/15,Marseille,Caen,2,3,5,Caen,Marseille,A
5737,2014/15,Bordeaux,Reims,1,1,2,Draw,Draw,D
5738,2014/15,Lens,Rennes,0,1,1,Rennes,Lens,A
5739,2014/15,Lille,Lyon,2,1,3,Lille,Lyon,H
5740,2014/15,Lorient,Bastia,2,0,2,Lorient,Bastia,H
5741,2014/15,Metz,Evian Thonon Gaillard,1,2,3,Evian Thonon Gaillard,Metz,A
5742,2014/15,Toulouse,St Etienne,1,1,2,Draw,Draw,D
5743,2014/15,Monaco,Paris SG,0,0,0,Draw,Draw,D
5744,2014/15,Montpellier,Nice,2,1,3,Montpellier,Nice,H
5745,2014/15,Nantes,Guingamp,1,0,1,Nantes,Guingamp,H
5746,2014/15,Evian Thonon Gaillard,Lorient,1,0,1,Evian Thonon Gaillard,Lorient,H
5747,2014/15,Toulouse,Marseille,1,6,7,Marseille,Toulouse,A
5748,2014/15,Bastia,Nice,2,1,3,Bastia,Nice,H
5749,2014/15,Caen,Bordeaux,1,2,3,Bordeaux,Caen,A
5750,2014/15,Evian Thonon Gaillard,Monaco,1,3,4,Monaco,Evian Thonon Gaillard,A
5751,2014/15,Paris SG,Lens,4,1,5,Paris SG,Lens,H
5752,2014/15,Reims,Nantes,3,1,4,Reims,Nantes,H
